Month-Year,HEADLINES,SEC filings-Highlights,Open,Close
2021-01,Microsoft profits jump 33 percent as pandemic continues shift to cloud computing.,"	
1. Commercial cloud revenue increased 33% to $17.7 billion.
2. Office Commercial products and cloud services revenue increased 14%, driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 5%, and Microsoft 365 Consumer subscribers increased to 50.2 million.
4. LinkedIn revenue increased 25%.
5. Dynamics products and cloud services revenue increased 26%, driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 34%. | ANNUAL 	
1. Commercial cloud revenue increased 34% to $16.7 billion.
2. Office Commercial products and cloud services revenue increased 11%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 7%, and Microsoft 365 Consumer subscribers increased to 47.5 million.
4. LinkedIn revenue increased 23%.
5. Dynamics products and cloud services revenue increased 21%, driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 1%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 40%.
10. Surface revenue increased 3%.",222.529999,231.960007
2021-02,Microsoft’s Donations Got It in Trouble. But It’s Not Done With Politics.,"	
1. Commercial cloud revenue increased 33% to $17.7 billion.
2. Office Commercial products and cloud services revenue increased 14%, driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 5%, and Microsoft 365 Consumer subscribers increased to 50.2 million.
4. LinkedIn revenue increased 25%.
5. Dynamics products and cloud services revenue increased 26%, driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 34%.",235.059998,232.380005
2021-03,Thousands of Microsoft Customers May Have Been Victims of Hack Tied to China | Microsoft Executive Says Tech Consolidation Threatens Journalism | China Punishes Microsoft’s LinkedIn Over Lax Censorship | Microsoft to Ease Workers Back to the Office Starting Next Week | Discord and Microsoft Said to Discuss Deal That Could Top $10 Billion | Microsoft will get up to $21.9 billion to make Army headsets with augmented reality.,"	
1. Commercial cloud revenue increased 34% to $69.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 51.9 million.
4. LinkedIn revenue increased 27%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 43%.
6. Server products and cloud services revenue increased 27% driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased slightly.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 23%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 13%.
11. Surface revenue increased 5%. | ANNUAL 	
1. Commercial cloud revenue increased 33% to $17.7 billion.
2. Office Commercial products and cloud services revenue increased 14%, driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 5%, and Microsoft 365 Consumer subscribers increased to 50.2 million.
4. LinkedIn revenue increased 25%.
5. Dynamics products and cloud services revenue increased 26%, driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 34%.",235.899994,235.770004
2021-04,"Microsoft to Buy Nuance for $16 Billion to Focus on Health Care Tech | Microsoft reports strongest quarterly growth in years, as profit also rises. | Catch up: Google’s and Microsoft’s profits soar as pandemic benefits Big Tech. | Microsoft plans to take a smaller cut from developers in its games store.","	
1. Commercial cloud revenue increased 34% to $69.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 51.9 million.
4. LinkedIn revenue increased 27%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 43%.
6. Server products and cloud services revenue increased 27% driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased slightly.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 23%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 13%.
11. Surface revenue increased 5%. | ANNUAL 	
1. Commercial cloud revenue increased 33% to $17.7 billion.
2. Office Commercial products and cloud services revenue increased 14%, driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 5%, and Microsoft 365 Consumer subscribers increased to 50.2 million.
4. LinkedIn revenue increased 25%.
5. Dynamics products and cloud services revenue increased 26%, driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 34%.",238.470001,252.179993
2021-05,,"	
1. Commercial cloud revenue increased 34% to $69.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 51.9 million.
4. LinkedIn revenue increased 27%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 43%.
6. Server products and cloud services revenue increased 27% driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased slightly.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 23%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 13%.
11. Surface revenue increased 5%.",253.399994,249.679993
2021-06,Microsoft’s Bing Briefly Blocked ‘Tank Man’ on Tiananmen Anniversary | How Microsoft Is Ditching the Video Game Console Wars,"1. Microsoft Cloud (formerly commercial cloud) revenue increased 36% to $20.7 billion.
2. Office Commercial products and cloud services revenue increased 18% driven by Office 365 Commercial growth of 23%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 54.1 million.
4. LinkedIn revenue increased 42% driven by Marketing Solutions growth of 61%.
5. Dynamics products and cloud services revenue increased 31% driven by Dynamics 365 growth of 48%.
6. Server products and cloud services revenue increased 35% driven by Azure and other cloud services growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 12%.
9. Xbox content and services revenue increased 2%. | ANNUAL 	
1. Commercial cloud revenue increased 34% to $69.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 51.9 million.
4. LinkedIn revenue increased 27%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 43%.
6. Server products and cloud services revenue increased 27% driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased slightly.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 23%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 13%.
11. Surface revenue increased 5%.",251.229996,270.899994
2021-07,Why Didn’t Microsoft Die? | Taking Microsoft’s Windows 11 for a Test Drive | U.S. Accuses China of Hacking Microsoft | Microsoft had its most profitable quarter.,"1. Microsoft Cloud (formerly commercial cloud) revenue increased 36% to $20.7 billion.
2. Office Commercial products and cloud services revenue increased 18% driven by Office 365 Commercial growth of 23%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 54.1 million.
4. LinkedIn revenue increased 42% driven by Marketing Solutions growth of 61%.
5. Dynamics products and cloud services revenue increased 31% driven by Dynamics 365 growth of 48%.
6. Server products and cloud services revenue increased 35% driven by Azure and other cloud services growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 12%.
9. Xbox content and services revenue increased 2%. | ANNUAL 	
1. Commercial cloud revenue increased 34% to $69.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 51.9 million.
4. LinkedIn revenue increased 27%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 43%.
6. Server products and cloud services revenue increased 27% driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased slightly.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 23%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 13%.
11. Surface revenue increased 5%.",269.609985,284.910004
2021-08,,"1. Microsoft Cloud (formerly commercial cloud) revenue increased 36% to $20.7 billion.
2. Office Commercial products and cloud services revenue increased 18% driven by Office 365 Commercial growth of 23%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 54.1 million.
4. LinkedIn revenue increased 42% driven by Marketing Solutions growth of 61%.
5. Dynamics products and cloud services revenue increased 31% driven by Dynamics 365 growth of 48%.
6. Server products and cloud services revenue increased 35% driven by Azure and other cloud services growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 12%.
9. Xbox content and services revenue increased 2%.",286.359985,301.880005
2021-09,"The latest: Microsoft delays its return to the office indefinitely. | Hollywood’s Recovery, Live Events in the Covid Era and Microsoft","1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $22.1 billion.
2. Office Commercial products and cloud services revenue increased 14% driven by Office 365 Commercial growth of 19%.
3. Office Consumer products and cloud services revenue increased 15% and Microsoft 365 Consumer subscribers grew to 56.4 million.
4. LinkedIn revenue increased 37%.
5. Dynamics products and cloud services revenue increased 29% driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 25%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 10%. | ANNUAL 1. Microsoft Cloud (formerly commercial cloud) revenue increased 36% to $20.7 billion.
2. Office Commercial products and cloud services revenue increased 18% driven by Office 365 Commercial growth of 23%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 54.1 million.
4. LinkedIn revenue increased 42% driven by Marketing Solutions growth of 61%.
5. Dynamics products and cloud services revenue increased 31% driven by Dynamics 365 growth of 48%.
6. Server products and cloud services revenue increased 35% driven by Azure and other cloud services growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 12%.
9. Xbox content and services revenue increased 2%.",302.869995,281.920013
2021-10,"Microsoft leaders warned Bill Gates over ‘inappropriate’ emails. | Microsoft profit soars 48%, to $20.5 billion.","1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $22.1 billion.
2. Office Commercial products and cloud services revenue increased 14% driven by Office 365 Commercial growth of 19%.
3. Office Consumer products and cloud services revenue increased 15% and Microsoft 365 Consumer subscribers grew to 56.4 million.
4. LinkedIn revenue increased 37%.
5. Dynamics products and cloud services revenue increased 29% driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 25%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 10%. | ANNUAL 1. Microsoft Cloud (formerly commercial cloud) revenue increased 36% to $20.7 billion.
2. Office Commercial products and cloud services revenue increased 18% driven by Office 365 Commercial growth of 23%.
3. Office Consumer products and cloud services revenue increased 10% and Microsoft 365 Consumer subscribers increased to 54.1 million.
4. LinkedIn revenue increased 42% driven by Marketing Solutions growth of 61%.
5. Dynamics products and cloud services revenue increased 31% driven by Dynamics 365 growth of 48%.
6. Server products and cloud services revenue increased 35% driven by Azure and other cloud services growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 12%.
9. Xbox content and services revenue increased 2%.",282.119995,331.619995
2021-11,"With Halo Infinite, Microsoft Hopes to Rekindle Its Flagship Game","1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $22.1 billion.
2. Office Commercial products and cloud services revenue increased 14% driven by Office 365 Commercial growth of 19%.
3. Office Consumer products and cloud services revenue increased 15% and Microsoft 365 Consumer subscribers grew to 56.4 million.
4. LinkedIn revenue increased 37%.
5. Dynamics products and cloud services revenue increased 29% driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 25%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 10%.",331.359985,330.589996
2021-12,Microsoft Seizes 42 Websites From a Chinese Hacking Group,"1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $23.4 billion.
2. Office Commercial products and cloud services revenue increased 12% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 58.4 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 35%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 4%. | ANNUAL 1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $22.1 billion.
2. Office Commercial products and cloud services revenue increased 14% driven by Office 365 Commercial growth of 19%.
3. Office Consumer products and cloud services revenue increased 15% and Microsoft 365 Consumer subscribers grew to 56.4 million.
4. LinkedIn revenue increased 37%.
5. Dynamics products and cloud services revenue increased 29% driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 25%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 10%.",335.130005,336.320007
2022-01,"Microsoft opens a review of its sexual harassment policies. | Microsoft Warns of Destructive Cyberattack on Ukrainian Computer Networks | Microsoft will buy Activision Blizzard, betting $70 billion on the future of games. | With Activision, Microsoft Bets on the Future | ‘New Eyes’: Gamers Greet Microsoft’s Activision Deal With Guarded Optimism | How Microsoft Bought Activision Blizzard | It’s Not Complicated. Microsoft Wants Activision for Its Games. | Microsoft and the Metaverse | Microsoft and the Mania for Mergers | Microsoft’s profit continues to climb.","1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $23.4 billion.
2. Office Commercial products and cloud services revenue increased 12% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 58.4 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 35%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 4%. | ANNUAL 1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $22.1 billion.
2. Office Commercial products and cloud services revenue increased 14% driven by Office 365 Commercial growth of 19%.
3. Office Consumer products and cloud services revenue increased 15% and Microsoft 365 Consumer subscribers grew to 56.4 million.
4. LinkedIn revenue increased 37%.
5. Dynamics products and cloud services revenue increased 29% driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 25%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 10%.",335.350006,310.980011
2022-02,Microsoft starts a charm offensive to push through its Activision deal. | Microsoft tells workers to prepare to return to the office.,"1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $23.4 billion.
2. Office Commercial products and cloud services revenue increased 12% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 58.4 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 35%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 4%.",310.410004,298.790009
2022-03,"As Tanks Rolled Into Ukraine, So Did Malware. Then Microsoft Entered the War. | Microsoft’s Pursuit of Climate Goals Runs Into Headwinds","1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $91.2 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 59.7 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 28% driven by Azure and other cloud services growth of 45%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 11%.
9. Xbox content and services revenue increased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 27%.
11. Surface revenue increased 3%. | ANNUAL 1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $23.4 billion.
2. Office Commercial products and cloud services revenue increased 12% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 58.4 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 35%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 4%.",296.399994,308.309998
2022-04,"Microsoft reports rising revenue and profits, despite war and inflation.","1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $91.2 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 59.7 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 28% driven by Azure and other cloud services growth of 45%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 11%.
9. Xbox content and services revenue increased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 27%.
11. Surface revenue increased 3%. | ANNUAL 1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $23.4 billion.
2. Office Commercial products and cloud services revenue increased 12% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 58.4 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 35%.
6. Server products and cloud services revenue increased 29% driven by Azure and other cloud services growth of 46%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 14%.
9. Xbox content and services revenue increased 4%.",309.369995,277.519989
2022-05,,"1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $91.2 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 59.7 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 28% driven by Azure and other cloud services growth of 45%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 11%.
9. Xbox content and services revenue increased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 27%.
11. Surface revenue increased 3%.",277.709991,271.869995
2022-06,Microsoft Pledges Neutrality in Union Campaigns at Activision | Microsoft Plans to Eliminate Face Analysis Tools in Push for ‘Responsible A.I.’,"1. Microsoft Cloud revenue increased 24% to $25.7 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue increased 7% and Microsoft 365 Consumer subscribers increased to 61.3 million. 
4. LinkedIn revenue increased 17%.
5. Dynamics products and cloud services revenue increased 15% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 35%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 15%.
8. Windows Commercial products and cloud services revenue increased 8%.
9. Xbox content and services revenue decreased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 16%.
11. Devices revenue increased 2%. | ANNUAL 1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $91.2 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 59.7 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 28% driven by Azure and other cloud services growth of 45%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 11%.
9. Xbox content and services revenue increased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 27%.
11. Surface revenue increased 3%.",275.200012,256.829987
2022-07,Netflix turns to Microsoft to help build its new ad-supported service. | Microsoft reports earnings that fall short of already-reduced expectations.,"1. Microsoft Cloud revenue increased 24% to $25.7 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue increased 7% and Microsoft 365 Consumer subscribers increased to 61.3 million. 
4. LinkedIn revenue increased 17%.
5. Dynamics products and cloud services revenue increased 15% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 35%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 15%.
8. Windows Commercial products and cloud services revenue increased 8%.
9. Xbox content and services revenue decreased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 16%.
11. Devices revenue increased 2%. | ANNUAL 1. Microsoft Cloud (formerly commercial cloud) revenue increased 32% to $91.2 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 11% and Microsoft 365 Consumer subscribers grew to 59.7 million.
4. LinkedIn revenue increased 34%.
5. Dynamics products and cloud services revenue increased 25% driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 28% driven by Azure and other cloud services growth of 45%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 11%.
8. Windows Commercial products and cloud services revenue increased 11%.
9. Xbox content and services revenue increased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 27%.
11. Surface revenue increased 3%.",256.390015,280.73999
2022-08,,"1. Microsoft Cloud revenue increased 24% to $25.7 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue increased 7% and Microsoft 365 Consumer subscribers increased to 61.3 million. 
4. LinkedIn revenue increased 17%.
5. Dynamics products and cloud services revenue increased 15% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 35%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 15%.
8. Windows Commercial products and cloud services revenue increased 8%.
9. Xbox content and services revenue decreased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 16%.
11. Devices revenue increased 2%.",277.820007,261.470001
2022-09,,"1. Microsoft Cloud revenue increased 22% to $27.1 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue decreased 2% and Microsoft 365 Consumer subscribers increased to 63.2 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 13% driven by Dynamics 365 growth of 21%.
6. Server products and cloud services revenue increased 20% driven by Azure and other cloud services growth of 31%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 39%.
8. Windows Commercial products and cloud services revenue decreased 3%.
9. Xbox content and services revenue decreased 12%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%.
11. Devices revenue decreased 39%. | ANNUAL 1. Microsoft Cloud revenue increased 24% to $25.7 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue increased 7% and Microsoft 365 Consumer subscribers increased to 61.3 million. 
4. LinkedIn revenue increased 17%.
5. Dynamics products and cloud services revenue increased 15% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 35%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 15%.
8. Windows Commercial products and cloud services revenue increased 8%.
9. Xbox content and services revenue decreased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 16%.
11. Devices revenue increased 2%.",258.869995,232.899994
2022-10,Microsoft Reports Slowest Revenue Growth in Five Years,"1. Microsoft Cloud revenue increased 22% to $27.1 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue decreased 2% and Microsoft 365 Consumer subscribers increased to 63.2 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 13% driven by Dynamics 365 growth of 21%.
6. Server products and cloud services revenue increased 20% driven by Azure and other cloud services growth of 31%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 39%.
8. Windows Commercial products and cloud services revenue decreased 3%.
9. Xbox content and services revenue decreased 12%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%.
11. Devices revenue decreased 39%. | ANNUAL 1. Microsoft Cloud revenue increased 24% to $25.7 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue increased 7% and Microsoft 365 Consumer subscribers increased to 61.3 million. 
4. LinkedIn revenue increased 17%.
5. Dynamics products and cloud services revenue increased 15% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 35%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 15%.
8. Windows Commercial products and cloud services revenue increased 8%.
9. Xbox content and services revenue decreased 3%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 16%.
11. Devices revenue increased 2%.",235.410004,232.130005
